query_type	relation	query	correct output	system output	ssg output	Exact Match	Soft Match
bool	P54	Is FIFA World Cup a member of FC Aşgabat?	['FALSE']	[[1]]	[[[0, 'FIFA World Cup team Croatia']], [[1, 'FIFA World Cup team United States']], [[3, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team Croatia'], [1, 'FIFA World Cup team United States']], [[0, 'FIFA World Cup team Croatia'], [3, 'FIFA World Cup team Bulgaria']], [[1, 'FIFA World Cup team United States'], [3, 'FIFA World Cup team Bulgaria']]]	1	1
min/max	P118	What league has the fewest participants?	['zone 1']	None	[[]]	0	0
bool	P54	Is FIFA World Cup part of Croatia?	['TRUE']	[[5]]	[[[0, 'FIFA World Cup team England']], [[2, 'FIFA World Cup team Bulgaria']], [[3, 'FIFA World Cup team Netherlands']], [[4, 'FIFA World Cup team Italy']], [[5, 'FIFA World Cup team Croatia']], [[6, 'FIFA World Cup team Turkey']], [[7, '2010 FIFA World Cup team Cameroon']], [[0, 'FIFA World Cup team England'], [2, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team England'], [3, 'FIFA World Cup team Netherlands']], [[0, 'FIFA World Cup team England'], [4, 'FIFA World Cup team Italy']], [[0, 'FIFA World Cup team England'], [5, 'FIFA World Cup team Croatia']], [[0, 'FIFA World Cup team England'], [6, 'FIFA World Cup team Turkey']], [[0, 'FIFA World Cup team England'], [7, '2010 FIFA World Cup team Cameroon']], [[2, 'FIFA World Cup team Bulgaria'], [3, 'FIFA World Cup team Netherlands']], [[2, 'FIFA World Cup team Bulgaria'], [4, 'FIFA World Cup team Italy']], [[2, 'FIFA World Cup team Bulgaria'], [5, 'FIFA World Cup team Croatia']], [[2, 'FIFA World Cup team Bulgaria'], [6, 'FIFA World Cup team Turkey']], [[2, 'FIFA World Cup team Bulgaria'], [7, '2010 FIFA World Cup team Cameroon']], [[3, 'FIFA World Cup team Netherlands'], [4, 'FIFA World Cup team Italy']], [[3, 'FIFA World Cup team Netherlands'], [5, 'FIFA World Cup team Croatia']], [[3, 'FIFA World Cup team Netherlands'], [6, 'FIFA World Cup team Turkey']], [[3, 'FIFA World Cup team Netherlands'], [7, '2010 FIFA World Cup team Cameroon']], [[4, 'FIFA World Cup team Italy'], [5, 'FIFA World Cup team Croatia']], [[4, 'FIFA World Cup team Italy'], [6, 'FIFA World Cup team Turkey']], [[4, 'FIFA World Cup team Italy'], [7, '2010 FIFA World Cup team Cameroon']], [[5, 'FIFA World Cup team Croatia'], [6, 'FIFA World Cup team Turkey']], [[5, 'FIFA World Cup team Croatia'], [7, '2010 FIFA World Cup team Cameroon']], [[6, 'FIFA World Cup team Turkey'], [7, '2010 FIFA World Cup team Cameroon']]]	1	1
count	P118	How many people play in National Basketball Association?	[]	None	[[]]	0	0
count	P54	How many people play for Italy?	[1]	None	[[]]	0	0
min/max	P54	What is the smallest team?	['Turkey', 'Argentina', 'Algeria', 'Yoshihiro Saito', 'Rijeka']	None	[[]]	0	0
min/max	P54	Who has played for the least number of different teams?	['AIK Fotboll']	None	[[]]	0	0
min/max	P54	Who has played for the most number of teams?	['2010 FIFA World Cup', '1997 World Artistic Gymnastics Championships', 'FIFA World Cup', 'FC Girondins de Bordeaux']	None	[[]]	0	0
min/max	P54	Who has played for the most number of teams?	['2010 FIFA World Cup', '1997 World Artistic Gymnastics Championships', 'FIFA World Cup']	None	[[]]	0	0
set	P54	FIFA World Cup is a member of which teams?	['Croatia', 'Argentina', 'Turkey']	[[4], [8], [9]]	[[[0, 'FIFA World Cup team Brazil']], [[1, 'UEFA Euro 2016 team Poland']], [[2, 'FIFA World Cup team Uruguay']], [[3, 'FIFA World Cup team Italy']], [[4, 'FIFA World Cup team Turkey']], [[5, 'FIFA World Cup team Bulgaria']], [[6, 'FIFA World Cup team Brazil']], [[7, 'FIFA World Cup team Uruguay']], [[8, 'FIFA World Cup team Croatia']], [[9, 'FIFA World Cup team Argentina']], [[0, 'FIFA World Cup team Brazil'], [1, 'UEFA Euro 2016 team Poland']], [[0, 'FIFA World Cup team Brazil'], [2, 'FIFA World Cup team Uruguay']], [[0, 'FIFA World Cup team Brazil'], [3, 'FIFA World Cup team Italy']], [[0, 'FIFA World Cup team Brazil'], [4, 'FIFA World Cup team Turkey']], [[0, 'FIFA World Cup team Brazil'], [5, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team Brazil'], [6, 'FIFA World Cup team Brazil']], [[0, 'FIFA World Cup team Brazil'], [7, 'FIFA World Cup team Uruguay']], [[0, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Croatia']], [[0, 'FIFA World Cup team Brazil'], [9, 'FIFA World Cup team Argentina']], [[1, 'UEFA Euro 2016 team Poland'], [2, 'FIFA World Cup team Uruguay']], [[1, 'UEFA Euro 2016 team Poland'], [3, 'FIFA World Cup team Italy']], [[1, 'UEFA Euro 2016 team Poland'], [4, 'FIFA World Cup team Turkey']], [[1, 'UEFA Euro 2016 team Poland'], [5, 'FIFA World Cup team Bulgaria']], [[1, 'UEFA Euro 2016 team Poland'], [6, 'FIFA World Cup team Brazil']], [[1, 'UEFA Euro 2016 team Poland'], [7, 'FIFA World Cup team Uruguay']], [[1, 'UEFA Euro 2016 team Poland'], [8, 'FIFA World Cup team Croatia']], [[1, 'UEFA Euro 2016 team Poland'], [9, 'FIFA World Cup team Argentina']], [[2, 'FIFA World Cup team Uruguay'], [3, 'FIFA World Cup team Italy']], [[2, 'FIFA World Cup team Uruguay'], [4, 'FIFA World Cup team Turkey']], [[2, 'FIFA World Cup team Uruguay'], [5, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team Uruguay'], [6, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Uruguay'], [7, 'FIFA World Cup team Uruguay']], [[2, 'FIFA World Cup team Uruguay'], [8, 'FIFA World Cup team Croatia']], [[2, 'FIFA World Cup team Uruguay'], [9, 'FIFA World Cup team Argentina']], [[3, 'FIFA World Cup team Italy'], [4, 'FIFA World Cup team Turkey']], [[3, 'FIFA World Cup team Italy'], [5, 'FIFA World Cup team Bulgaria']], [[3, 'FIFA World Cup team Italy'], [6, 'FIFA World Cup team Brazil']], [[3, 'FIFA World Cup team Italy'], [7, 'FIFA World Cup team Uruguay']], [[3, 'FIFA World Cup team Italy'], [8, 'FIFA World Cup team Croatia']], [[3, 'FIFA World Cup team Italy'], [9, 'FIFA World Cup team Argentina']], [[4, 'FIFA World Cup team Turkey'], [5, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team Turkey'], [6, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team Turkey'], [7, 'FIFA World Cup team Uruguay']], [[4, 'FIFA World Cup team Turkey'], [8, 'FIFA World Cup team Croatia']], [[4, 'FIFA World Cup team Turkey'], [9, 'FIFA World Cup team Argentina']], [[5, 'FIFA World Cup team Bulgaria'], [6, 'FIFA World Cup team Brazil']], [[5, 'FIFA World Cup team Bulgaria'], [7, 'FIFA World Cup team Uruguay']], [[5, 'FIFA World Cup team Bulgaria'], [8, 'FIFA World Cup team Croatia']], [[5, 'FIFA World Cup team Bulgaria'], [9, 'FIFA World Cup team Argentina']], [[6, 'FIFA World Cup team Brazil'], [7, 'FIFA World Cup team Uruguay']], [[6, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Croatia']], [[6, 'FIFA World Cup team Brazil'], [9, 'FIFA World Cup team Argentina']], [[7, 'FIFA World Cup team Uruguay'], [8, 'FIFA World Cup team Croatia']], [[7, 'FIFA World Cup team Uruguay'], [9, 'FIFA World Cup team Argentina']], [[8, 'FIFA World Cup team Croatia'], [9, 'FIFA World Cup team Argentina']]]	1	1
bool	P54	Is FIFA World Cup part of Bulgaria?	[]	[]	[[[0, 'FIFA World Cup team Brazil']], [[1, 'UEFA Euro 2016 team Poland']], [[2, 'FIFA World Cup team Uruguay']], [[3, 'FIFA World Cup team Italy']], [[0, 'FIFA World Cup team Brazil'], [1, 'UEFA Euro 2016 team Poland']], [[0, 'FIFA World Cup team Brazil'], [2, 'FIFA World Cup team Uruguay']], [[0, 'FIFA World Cup team Brazil'], [3, 'FIFA World Cup team Italy']], [[1, 'UEFA Euro 2016 team Poland'], [2, 'FIFA World Cup team Uruguay']], [[1, 'UEFA Euro 2016 team Poland'], [3, 'FIFA World Cup team Italy']], [[2, 'FIFA World Cup team Uruguay'], [3, 'FIFA World Cup team Italy']]]	1	1
min/max	P54	What is the smallest team?	['Poland', 'Italy', 'Turkey']	None	[[]]	0	0
min/max	P54	Who has played for the fewest teams?	['FIFA World Cup']	[[0, 6], [2, 7], [5]]	[[[0, 'FIFA World Cup team Brazil']], [[1, 'UEFA Euro 2016 team Poland']], [[2, 'FIFA World Cup team Uruguay']], [[4, 'FIFA World Cup team Turkey']], [[6, 'FIFA World Cup team Brazil']], [[7, 'FIFA World Cup team Uruguay']], [[8, 'FIFA World Cup team Croatia']], [[0, 'FIFA World Cup team Brazil'], [1, 'UEFA Euro 2016 team Poland']], [[0, 'FIFA World Cup team Brazil'], [2, 'FIFA World Cup team Uruguay']], [[0, 'FIFA World Cup team Brazil'], [3, 'FIFA World Cup team Italy']], [[0, 'FIFA World Cup team Brazil'], [4, 'FIFA World Cup team Turkey']], [[0, 'FIFA World Cup team Brazil'], [5, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team Brazil'], [6, 'FIFA World Cup team Brazil']], [[0, 'FIFA World Cup team Brazil'], [7, 'FIFA World Cup team Uruguay']], [[0, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Croatia']], [[1, 'UEFA Euro 2016 team Poland'], [2, 'FIFA World Cup team Uruguay']], [[1, 'UEFA Euro 2016 team Poland'], [3, 'FIFA World Cup team Italy']], [[1, 'UEFA Euro 2016 team Poland'], [4, 'FIFA World Cup team Turkey']], [[1, 'UEFA Euro 2016 team Poland'], [5, 'FIFA World Cup team Bulgaria']], [[1, 'UEFA Euro 2016 team Poland'], [6, 'FIFA World Cup team Brazil']], [[1, 'UEFA Euro 2016 team Poland'], [7, 'FIFA World Cup team Uruguay']], [[1, 'UEFA Euro 2016 team Poland'], [8, 'FIFA World Cup team Croatia']], [[2, 'FIFA World Cup team Uruguay'], [3, 'FIFA World Cup team Italy']], [[2, 'FIFA World Cup team Uruguay'], [4, 'FIFA World Cup team Turkey']], [[2, 'FIFA World Cup team Uruguay'], [5, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team Uruguay'], [6, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Uruguay'], [7, 'FIFA World Cup team Uruguay']], [[2, 'FIFA World Cup team Uruguay'], [8, 'FIFA World Cup team Croatia']], [[4, 'FIFA World Cup team Turkey'], [3, 'FIFA World Cup team Italy']], [[4, 'FIFA World Cup team Turkey'], [5, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team Turkey'], [6, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team Turkey'], [7, 'FIFA World Cup team Uruguay']], [[4, 'FIFA World Cup team Turkey'], [8, 'FIFA World Cup team Croatia']], [[6, 'FIFA World Cup team Brazil'], [3, 'FIFA World Cup team Italy']], [[6, 'FIFA World Cup team Brazil'], [5, 'FIFA World Cup team Bulgaria']], [[6, 'FIFA World Cup team Brazil'], [7, 'FIFA World Cup team Uruguay']], [[6, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Croatia']], [[7, 'FIFA World Cup team Uruguay'], [3, 'FIFA World Cup team Italy']], [[7, 'FIFA World Cup team Uruguay'], [5, 'FIFA World Cup team Bulgaria']], [[7, 'FIFA World Cup team Uruguay'], [8, 'FIFA World Cup team Croatia']], [[8, 'FIFA World Cup team Croatia'], [3, 'FIFA World Cup team Italy']], [[8, 'FIFA World Cup team Croatia'], [5, 'FIFA World Cup team Bulgaria']]]	0	1
set	P54	FIFA World Cup is a member of which teams?	['South Korea', 'Netherlands', 'Belgium', 'Italy']	[[2], [5], [7], [9]]	[[[0, 'FIFA World Cup team England']], [[2, 'FIFA World Cup team South Korea']], [[3, 'FIFA World Cup team Portugal']], [[5, 'FIFA World Cup team Italy']], [[7, 'FIFA World Cup team Belgium']], [[9, 'FIFA World Cup team Netherlands']], [[0, 'FIFA World Cup team England'], [2, 'FIFA World Cup team South Korea']], [[0, 'FIFA World Cup team England'], [3, 'FIFA World Cup team Portugal']], [[0, 'FIFA World Cup team England'], [5, 'FIFA World Cup team Italy']], [[0, 'FIFA World Cup team England'], [7, 'FIFA World Cup team Belgium']], [[0, 'FIFA World Cup team England'], [9, 'FIFA World Cup team Netherlands']], [[2, 'FIFA World Cup team South Korea'], [3, 'FIFA World Cup team Portugal']], [[2, 'FIFA World Cup team South Korea'], [5, 'FIFA World Cup team Italy']], [[2, 'FIFA World Cup team South Korea'], [7, 'FIFA World Cup team Belgium']], [[2, 'FIFA World Cup team South Korea'], [9, 'FIFA World Cup team Netherlands']], [[3, 'FIFA World Cup team Portugal'], [5, 'FIFA World Cup team Italy']], [[3, 'FIFA World Cup team Portugal'], [7, 'FIFA World Cup team Belgium']], [[3, 'FIFA World Cup team Portugal'], [9, 'FIFA World Cup team Netherlands']], [[5, 'FIFA World Cup team Italy'], [7, 'FIFA World Cup team Belgium']], [[5, 'FIFA World Cup team Italy'], [9, 'FIFA World Cup team Netherlands']], [[7, 'FIFA World Cup team Belgium'], [9, 'FIFA World Cup team Netherlands']]]	1	1
set	P54	Who plays for Argentina?	['FIFA World Cup']	None	[[]]	0	0
bool	P54	Is FIFA World Cup part of Argentina?	['TRUE']	[[0]]	[[[0, 'FIFA World Cup team Argentina']], [[6, 'UEFA Euro 2016 team Romania']], [[8, 'FIFA World Cup team Austria']], [[9, 'UEFA Euro 2016 team Romania']], [[0, 'FIFA World Cup team Argentina'], [6, 'UEFA Euro 2016 team Romania']], [[0, 'FIFA World Cup team Argentina'], [8, 'FIFA World Cup team Austria']], [[0, 'FIFA World Cup team Argentina'], [9, 'UEFA Euro 2016 team Romania']], [[6, 'UEFA Euro 2016 team Romania'], [8, 'FIFA World Cup team Austria']], [[6, 'UEFA Euro 2016 team Romania'], [9, 'UEFA Euro 2016 team Romania']], [[8, 'FIFA World Cup team Austria'], [9, 'UEFA Euro 2016 team Romania']]]	1	1
min/max	P118	What league has the fewest participants?	[]	None	[[]]	0	0
min/max	P54	Who has played for the fewest teams?	['Cypriot First Division']	[[4], [5], [9]]	[[[1, 'FIFA World Cup team Croatia']], [[2, 'FIFA World Cup team Sweden']], [[4, 'FIFA World Cup team South Korea']], [[6, 'FIFA World Cup team Brazil']], [[1, 'FIFA World Cup team Croatia'], [0, 'FIFA World Cup team Belgium']], [[1, 'FIFA World Cup team Croatia'], [2, 'FIFA World Cup team Sweden']], [[1, 'FIFA World Cup team Croatia'], [3, 'FIFA World Cup team Hungary']], [[1, 'FIFA World Cup team Croatia'], [4, 'FIFA World Cup team South Korea']], [[1, 'FIFA World Cup team Croatia'], [5, 'FIFA World Cup team Austria']], [[1, 'FIFA World Cup team Croatia'], [6, 'FIFA World Cup team Brazil']], [[1, 'FIFA World Cup team Croatia'], [8, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team Sweden'], [0, 'FIFA World Cup team Belgium']], [[2, 'FIFA World Cup team Sweden'], [3, 'FIFA World Cup team Hungary']], [[2, 'FIFA World Cup team Sweden'], [4, 'FIFA World Cup team South Korea']], [[2, 'FIFA World Cup team Sweden'], [5, 'FIFA World Cup team Austria']], [[2, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Sweden'], [8, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team South Korea'], [0, 'FIFA World Cup team Belgium']], [[4, 'FIFA World Cup team South Korea'], [3, 'FIFA World Cup team Hungary']], [[4, 'FIFA World Cup team South Korea'], [5, 'FIFA World Cup team Austria']], [[4, 'FIFA World Cup team South Korea'], [6, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team South Korea'], [8, 'FIFA World Cup team Bulgaria']], [[6, 'FIFA World Cup team Brazil'], [0, 'FIFA World Cup team Belgium']], [[6, 'FIFA World Cup team Brazil'], [3, 'FIFA World Cup team Hungary']], [[6, 'FIFA World Cup team Brazil'], [5, 'FIFA World Cup team Austria']], [[6, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Bulgaria']]]	0	1
count	P54	How many teams has FIFA World Cup played for?	[2]	[[0], [1]]	[[[0, 'FIFA World Cup team Belgium']], [[1, 'FIFA World Cup team Croatia']], [[2, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Belgium'], [1, 'FIFA World Cup team Croatia']], [[0, 'FIFA World Cup team Belgium'], [2, 'FIFA World Cup team Sweden']], [[1, 'FIFA World Cup team Croatia'], [2, 'FIFA World Cup team Sweden']]]	1	1
count	P54	How many teams has FIFA World Cup played for?	[5]	[[0], [1], [2], [6], [8]]	[[[0, 'FIFA World Cup team Belgium']], [[1, 'FIFA World Cup team Croatia']], [[2, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team Hungary']], [[4, 'FIFA World Cup team South Korea']], [[5, 'FIFA World Cup team Austria']], [[6, 'FIFA World Cup team Brazil']], [[8, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team Belgium'], [1, 'FIFA World Cup team Croatia']], [[0, 'FIFA World Cup team Belgium'], [2, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Belgium'], [3, 'FIFA World Cup team Hungary']], [[0, 'FIFA World Cup team Belgium'], [4, 'FIFA World Cup team South Korea']], [[0, 'FIFA World Cup team Belgium'], [5, 'FIFA World Cup team Austria']], [[0, 'FIFA World Cup team Belgium'], [6, 'FIFA World Cup team Brazil']], [[0, 'FIFA World Cup team Belgium'], [8, 'FIFA World Cup team Bulgaria']], [[1, 'FIFA World Cup team Croatia'], [2, 'FIFA World Cup team Sweden']], [[1, 'FIFA World Cup team Croatia'], [3, 'FIFA World Cup team Hungary']], [[1, 'FIFA World Cup team Croatia'], [4, 'FIFA World Cup team South Korea']], [[1, 'FIFA World Cup team Croatia'], [5, 'FIFA World Cup team Austria']], [[1, 'FIFA World Cup team Croatia'], [6, 'FIFA World Cup team Brazil']], [[1, 'FIFA World Cup team Croatia'], [8, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team Sweden'], [3, 'FIFA World Cup team Hungary']], [[2, 'FIFA World Cup team Sweden'], [4, 'FIFA World Cup team South Korea']], [[2, 'FIFA World Cup team Sweden'], [5, 'FIFA World Cup team Austria']], [[2, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Sweden'], [8, 'FIFA World Cup team Bulgaria']], [[3, 'FIFA World Cup team Hungary'], [4, 'FIFA World Cup team South Korea']], [[3, 'FIFA World Cup team Hungary'], [5, 'FIFA World Cup team Austria']], [[3, 'FIFA World Cup team Hungary'], [6, 'FIFA World Cup team Brazil']], [[3, 'FIFA World Cup team Hungary'], [8, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team South Korea'], [5, 'FIFA World Cup team Austria']], [[4, 'FIFA World Cup team South Korea'], [6, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team South Korea'], [8, 'FIFA World Cup team Bulgaria']], [[5, 'FIFA World Cup team Austria'], [6, 'FIFA World Cup team Brazil']], [[5, 'FIFA World Cup team Austria'], [8, 'FIFA World Cup team Bulgaria']], [[6, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Bulgaria']]]	1	1
bool	P54	Is FIFA World Cup a member of ASIL Lysi?	['FALSE']	[[0], [1], [2], [3], [4], [5], [6], [8]]	[[[0, 'FIFA World Cup team Belgium']], [[1, 'FIFA World Cup team Croatia']], [[2, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team Hungary']], [[4, 'FIFA World Cup team South Korea']], [[5, 'FIFA World Cup team Austria']], [[6, 'FIFA World Cup team Brazil']], [[8, 'FIFA World Cup team Bulgaria']], [[0, 'FIFA World Cup team Belgium'], [1, 'FIFA World Cup team Croatia']], [[0, 'FIFA World Cup team Belgium'], [2, 'FIFA World Cup team Sweden']], [[0, 'FIFA World Cup team Belgium'], [3, 'FIFA World Cup team Hungary']], [[0, 'FIFA World Cup team Belgium'], [4, 'FIFA World Cup team South Korea']], [[0, 'FIFA World Cup team Belgium'], [5, 'FIFA World Cup team Austria']], [[0, 'FIFA World Cup team Belgium'], [6, 'FIFA World Cup team Brazil']], [[0, 'FIFA World Cup team Belgium'], [8, 'FIFA World Cup team Bulgaria']], [[1, 'FIFA World Cup team Croatia'], [2, 'FIFA World Cup team Sweden']], [[1, 'FIFA World Cup team Croatia'], [3, 'FIFA World Cup team Hungary']], [[1, 'FIFA World Cup team Croatia'], [4, 'FIFA World Cup team South Korea']], [[1, 'FIFA World Cup team Croatia'], [5, 'FIFA World Cup team Austria']], [[1, 'FIFA World Cup team Croatia'], [6, 'FIFA World Cup team Brazil']], [[1, 'FIFA World Cup team Croatia'], [8, 'FIFA World Cup team Bulgaria']], [[2, 'FIFA World Cup team Sweden'], [3, 'FIFA World Cup team Hungary']], [[2, 'FIFA World Cup team Sweden'], [4, 'FIFA World Cup team South Korea']], [[2, 'FIFA World Cup team Sweden'], [5, 'FIFA World Cup team Austria']], [[2, 'FIFA World Cup team Sweden'], [6, 'FIFA World Cup team Brazil']], [[2, 'FIFA World Cup team Sweden'], [8, 'FIFA World Cup team Bulgaria']], [[3, 'FIFA World Cup team Hungary'], [4, 'FIFA World Cup team South Korea']], [[3, 'FIFA World Cup team Hungary'], [5, 'FIFA World Cup team Austria']], [[3, 'FIFA World Cup team Hungary'], [6, 'FIFA World Cup team Brazil']], [[3, 'FIFA World Cup team Hungary'], [8, 'FIFA World Cup team Bulgaria']], [[4, 'FIFA World Cup team South Korea'], [5, 'FIFA World Cup team Austria']], [[4, 'FIFA World Cup team South Korea'], [6, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team South Korea'], [8, 'FIFA World Cup team Bulgaria']], [[5, 'FIFA World Cup team Austria'], [6, 'FIFA World Cup team Brazil']], [[5, 'FIFA World Cup team Austria'], [8, 'FIFA World Cup team Bulgaria']], [[6, 'FIFA World Cup team Brazil'], [8, 'FIFA World Cup team Bulgaria']]]	1	1
min/max	P54	Who has played for the fewest teams?	['Ýokary Liga']	[[0], [1], [4]]	[[[3, 'FIFA World Cup team South Korea']], [[4, 'FIFA World Cup team Netherlands']], [[8, 'FIFA World Cup team Sweden']], [[3, 'FIFA World Cup team South Korea'], [0, 'FIFA World Cup team Italy']], [[3, 'FIFA World Cup team South Korea'], [4, 'FIFA World Cup team Netherlands']], [[3, 'FIFA World Cup team South Korea'], [8, 'FIFA World Cup team Sweden']], [[4, 'FIFA World Cup team Netherlands'], [0, 'FIFA World Cup team Italy']], [[4, 'FIFA World Cup team Netherlands'], [8, 'FIFA World Cup team Sweden']], [[8, 'FIFA World Cup team Sweden'], [0, 'FIFA World Cup team Italy']], [[8, 'FIFA World Cup team Sweden'], [6, 'UEFA Euro 2016 team Turkey']]]	0	1
count	P54	How many teams has Ýokary Liga played for?	[1]	[[1]]	[[[1, 'Ýokary Liga team FC Aşgabat'], [0, 'FIFA World Cup team Italy']]]	0	1
bool	P54	Is AIK Fotboll part of Sweden?	[]	None	[[]]	0	0
min/max	P54	Which team has the least players?	['Nisa Aşgabat', 'South Korea', 'Gazojak', 'Turkey', 'Rijeka', 'Sweden', 'FC Ararat-Armenia']	[[2], [3], [5], [6], [7], [8], [9]]	[[[5, 'Ýokary Liga team Gazojak'], [0, 'FIFA World Cup team Italy']], [[5, 'Ýokary Liga team Gazojak'], [3, 'FIFA World Cup team South Korea']], [[5, 'Ýokary Liga team Gazojak'], [4, 'FIFA World Cup team Netherlands']], [[5, 'Ýokary Liga team Gazojak'], [8, 'FIFA World Cup team Sweden']]]	0	1
bool	P118	Is Barcelona a participant of zone 1?	['FALSE']	None	[[]]	0	0
count	P54	How many people play for Bulgaria?	[]	None	[[]]	0	0
min/max	P118	Who has played in the fewest leagues?	[]	None	[[]]	0	0
bool	P54	Does FC Girondins de Bordeaux play for FC Aşgabat?	['FALSE']	[[7]]	[[[4, 'Ýokary Liga team Nisa Aşgabat'], [0, 'Ýokary Liga team Nebitçi FT']], [[4, 'Ýokary Liga team Nisa Aşgabat'], [7, 'FC Girondins de Bordeaux team Lille']], [[4, 'Ýokary Liga team Nisa Aşgabat'], [8, 'Ýokary Liga team FC Aşgabat']], [[8, 'Ýokary Liga team FC Aşgabat'], [7, 'FC Girondins de Bordeaux team Lille']]]	0	1
min/max	P118	Who has played in the fewest leagues?	[]	None	[[]]	0	0
count	P54	How many teams has FIFA World Cup played for?	[4]	[[1], [4], [5], [7]]	[[[0, 'FIFA World Cup team Bulgaria']], [[1, 'FIFA World Cup team Uruguay']], [[3, 'FIFA World Cup team Turkey']], [[4, 'FIFA World Cup team Hungary']], [[5, 'FIFA World Cup team Chile']], [[7, 'FIFA World Cup team Brazil']], [[0, 'FIFA World Cup team Bulgaria'], [1, 'FIFA World Cup team Uruguay']], [[0, 'FIFA World Cup team Bulgaria'], [3, 'FIFA World Cup team Turkey']], [[0, 'FIFA World Cup team Bulgaria'], [4, 'FIFA World Cup team Hungary']], [[0, 'FIFA World Cup team Bulgaria'], [5, 'FIFA World Cup team Chile']], [[0, 'FIFA World Cup team Bulgaria'], [7, 'FIFA World Cup team Brazil']], [[1, 'FIFA World Cup team Uruguay'], [3, 'FIFA World Cup team Turkey']], [[1, 'FIFA World Cup team Uruguay'], [4, 'FIFA World Cup team Hungary']], [[1, 'FIFA World Cup team Uruguay'], [5, 'FIFA World Cup team Chile']], [[1, 'FIFA World Cup team Uruguay'], [7, 'FIFA World Cup team Brazil']], [[3, 'FIFA World Cup team Turkey'], [4, 'FIFA World Cup team Hungary']], [[3, 'FIFA World Cup team Turkey'], [5, 'FIFA World Cup team Chile']], [[3, 'FIFA World Cup team Turkey'], [7, 'FIFA World Cup team Brazil']], [[4, 'FIFA World Cup team Hungary'], [5, 'FIFA World Cup team Chile']], [[4, 'FIFA World Cup team Hungary'], [7, 'FIFA World Cup team Brazil']], [[5, 'FIFA World Cup team Chile'], [7, 'FIFA World Cup team Brazil']]]	1	1
min/max	P118	What league has the most participants?	['Regionalliga Südwest']	None	[[[3, 'VfL Wolfsburg team Valencia']], [[3, 'VfL Wolfsburg team Valencia'], [1, 'FIFA World Cup team South Korea']], [[3, 'VfL Wolfsburg team Valencia'], [2, 'UEFA Euro 2016 team Romania']], [[3, 'VfL Wolfsburg team Valencia'], [7, 'UEFA Euro 2016 team Romania']]]	0	0
bool	P54	Does FC Girondins de Bordeaux play for Lille?	['TRUE']	[[4]]	[[[4, 'FC Girondins de Bordeaux team Lille'], [5, 'FC Girondins de Bordeaux team Nice']], [[4, 'FC Girondins de Bordeaux team Lille'], [6, 'FC Girondins de Bordeaux team Bordeaux']], [[5, 'FC Girondins de Bordeaux team Nice'], [6, 'FC Girondins de Bordeaux team Bordeaux']]]	0	1
