query_type	relation	query	correct output	system output	ssg output	Exact Match	Soft Match
bool	P106	Is Matías Alasia an Football player?	['TRUE']	[[6]]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[1, ""Daniel Glimmenvall (nickname: human) plays for Brynäs IF. He was drafted by the New York Islanders and is a member of the men's ice hockey team.""]], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]], [[7, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[9, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]"	1	1
min/max	P19	Which place had the least people born there?	['Perumbavoor', 'Ulaanbaatar', 'San Francisco', 'Corral de Bustos', '14967 Madrid', 'Smethwick']	[[0], [2], [5], [6], [8], [9]]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[1, ""Daniel Glimmenvall (nickname: human) plays for Brynäs IF. He was drafted by the New York Islanders and is a member of the men's ice hockey team.""]], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]], [[7, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[9, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]"	1	1
set	P21	Which people are female connector?	['Jean Carol', 'Byambasuren Davaa']	[[2], [7]]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[4, 'Virpi Sarasvuo married Jari Sarasvuo on July 16, 2010.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]], [[7, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']]]"	1	1
count	P19	Count the number of people born in Ulaanbaatar	[]	[]	[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]	1	1
count	P19	How many people were born in Perumbavoor?	[]	[]	[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]	1	1
count	P19	Count the number of people born in Corral de Bustos	[]	[]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]]]"	1	1
min/max	P106	Who has had the fewest jobs?	['Byambasuren Davaa', 'Greg Rucka', 'Matías Alasia']	[[2], [5], [6]]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[1, ""Daniel Glimmenvall (nickname: human) plays for Brynäs IF. He was drafted by the New York Islanders and is a member of the men's ice hockey team.""]], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[4, 'Virpi Sarasvuo married Jari Sarasvuo on July 16, 2010.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]], [[7, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']]]"	1	1
min/max	P19	What is the place with the most births?	['Perumbavoor', 'Ulaanbaatar', 'San Francisco', 'Corral de Bustos']	[[0], [2], [5], [6]]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[4, 'Virpi Sarasvuo married Jari Sarasvuo on July 16, 2010.']], [[6, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]], [[7, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]"	0	1
set	P19	Where is Augen I from?	[]	[]	[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]	1	1
count	P21	How many people are male connector?	[4]	[[0], [6], [8], [9]]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[1, ""Daniel Glimmenvall (nickname: human) plays for Brynäs IF. He was drafted by the New York Islanders and is a member of the men's ice hockey team.""]], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]], [[7, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']], [[8, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[9, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]"	1	1
min/max	P21	Which gender has the most people?	['male connector', 'female connector']	[[0], [2]]	"[[[0, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[1, ""Daniel Glimmenvall (nickname: human) plays for Brynäs IF. He was drafted by the New York Islanders and is a member of the men's ice hockey team.""]], [[2, 'Byambasuren Davaa was born in Ulaanbaatar, Mongolia in 1971 . She is a female Film director and Screenwriter.']]]"	1	1
bool	P106	Is Greg Rucka's job a Screenwriter?	[]	[]	[[[0, 'Bruce Fancher was born on April 13, 1971. He was a human being and his real name is Bruce Fancher. He is a man.']], [[3, 'Auke Adema is the name of a man who has been described as a human being. His family name is Adema and he is a speed skater.']]]	1	1
set	P21	Which people are male connector?	['Cory Kendrix', 'Bruce Fancher', 'Alexis Fontaine des Bertins', 'Auke Adema']	[[0], [3], [5], [9]]	[[[0, 'Bruce Fancher was born on April 13, 1971. He was a human being and his real name is Bruce Fancher. He is a man.']], [[3, 'Auke Adema is the name of a man who has been described as a human being. His family name is Adema and he is a speed skater.']], [[5, 'Alexis Fontaine des Bertins is a member of the French Academy of Sciences. He is also known by the name Alexis Fontaine des Bertins. He is a human being and is a man.']], [[7, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[8, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']], [[9, 'Cory Kendrix is a hip hop musician whose genre is Human. His musical genre is Hip Hop.']]]	1	1
count	P27	How many citizens does United States have?	[1]	[[7]]	[[[3, 'Auke Adema is the name of a man who has been described as a human being. His family name is Adema and he is a speed skater.']], [[7, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[8, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']]]	1	1
bool	P47	Are Puylaurens and Roman Catholic Diocese of Blois neighbours?	['FALSE']	[[6]]	[[[1, 'Vendegies-au-Bois is located in the region of Neuville-en-Avesnois.']], [[2, 'The Roman Catholic Diocese of Le Mans has a border with the Roman Catholic Diocese of Blois.']], [[6, 'Puylaurens is a city that is part of Saint-Paul-Cap-de-Joux.']]]	1	1
set	P21	Which people are male connector?	['Bruce Fancher', 'Alexis Fontaine des Bertins', 'Auke Adema']	[[0], [3], [5]]	[[[0, 'Bruce Fancher was born on April 13, 1971. He was a human being and his real name is Bruce Fancher. He is a man.']], [[3, 'Auke Adema is the name of a man who has been described as a human being. His family name is Adema and he is a speed skater.']], [[5, 'Alexis Fontaine des Bertins is a member of the French Academy of Sciences. He is also known by the name Alexis Fontaine des Bertins. He is a human being and is a man.']], [[7, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[8, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']]]	1	1
bool	P47	Are Vendegies-au-Bois and Roman Catholic Diocese of Blois neighbours?	[]	[]	[[[1, 'Vendegies-au-Bois is located in the region of Neuville-en-Avesnois.']]]	1	1
min/max	P1082	What is the least inhabited place?	['Jedlá']	None	[[[0, 'Nicolas Tétrault, a member of the Vision Montreal party, is a Canada national . He is a human being . Nicolas Tétrault, a man, is a member of the Canada Parliament.']], [[9, 'Jedlá has a population of +84.']]]	0	0
min/max	P50	Which author has written the least number of books?	[]	None	[[]]	0	0
set	P50	Who are writers of a work originating from India?	[]	None	[[]]	0	0
count	P50	How many books did a work originating from India write?	[1]	[[6]]	[[[6, 'Few Things Left Unsaid is an English-language novel written by Sudeep Nagarkar. The book was published in June 2011 and comes from India.']]]	1	1
set	P19	Where was Matías Alasia born?	['Corral de Bustos']	None	"[[[0, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]], [[5, 'Sonia Edwards was born in Cemaes, Wales, in 1961 . She is a Writer from the United Kingdom.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']]]"	0	0
min/max	P106	Who has had the most jobs?	['Deahnne McIntyre', 'Matías Alasia', 'Hayden Tinto']	[[0], [2], [3]]	"[[[0, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]], [[2, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]], [[3, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[5, 'Sonia Edwards was born in Cemaes, Wales, in 1961 . She is a Writer from the United Kingdom.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']]]"	1	1
min/max	P1110	What event was most well attended?	[]	[]	"[[[0, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]]]"	1	1
min/max	P106	Who has had the most jobs?	['Deahnne McIntyre']	[[0]]	"[[[0, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]], [[2, ""Matías Alasia was born in Corral de Bustos, Argentina on 7 May 1985 . He is an association Football player, who plays for the Argentina men's national football team.""]]]"	1	1
count	P54	How many people play for New Bedford Whalers?	[1]	[[4]]	[[[4, 'Dave McEachran played for the New Bedford Whalers.']]]	1	1
min/max	P106	Who has had the least number of jobs?	['Pedro Alonso Pablos', 'Tim Rerimassie', 'Augen I']	[[5], [8], [9]]	"[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Hong Jun-pyo, whose surname is Hong, attended Yeungnam High School.']], [[3, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[5, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[8, ""Tim Rerimassie was born in Nuenen, Kingdom of the Netherlands on 1 September 1996 . He is an association Football player who is a member of the Netherlands men's national football team.""]], [[9, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]"	1	1
min/max	P19	Which place is the birthplace of the fewest people?	['Smethwick', 'Port of Spain', '14967 Madrid']	[[1], [3], [5]]	"[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Hong Jun-pyo, whose surname is Hong, attended Yeungnam High School.']], [[3, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[5, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[8, ""Tim Rerimassie was born in Nuenen, Kingdom of the Netherlands on 1 September 1996 . He is an association Football player who is a member of the Netherlands men's national football team.""]]]"	1	1
set	P19	Where was Matt Hayes born?	[]	None	[[]]	0	0
min/max	P19	What is the place with the highest number of births?	['Smethwick', 'Port of Spain', '14967 Madrid', 'Nuenen', 'Perumbavoor']	[[1], [3], [5], [8], [9]]	"[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[2, 'Hong Jun-pyo, whose surname is Hong, attended Yeungnam High School.']], [[3, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[5, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[8, ""Tim Rerimassie was born in Nuenen, Kingdom of the Netherlands on 1 September 1996 . He is an association Football player who is a member of the Netherlands men's national football team.""]], [[9, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]"	1	1
set	P69	List students at Yeungnam High School	['Hong Jun-pyo']	None	[]	0	0
min/max	P69	Which university has had the most students?	['University of Paris']	None	[[[2, 'Hong Jun-pyo, whose surname is Hong, attended Yeungnam High School.']]]	0	0
set	P106	Who works as a Football player?	['Tim Rerimassie']	[[8]]	"[[[1, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[3, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[5, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[8, ""Tim Rerimassie was born in Nuenen, Kingdom of the Netherlands on 1 September 1996 . He is an association Football player who is a member of the Netherlands men's national football team.""]], [[9, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]"	1	1
min/max	P20	Which places have the fewest people die there?	[]	None	[[]]	0	0
min/max	P20	Which place has had the most people die there?	['Kottayam']	[[9]]	[[[9, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]	1	1
min/max	P106	Who has had the least number of jobs?	[]	None	[[]]	0	0
min/max	P21	Which gender has the fewest people?	['male connector']	[[9]]	[[[9, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]	1	1
set	P21	Which people are male connector?	['Augen I']	[[9]]	[[[9, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]	1	1
min/max	P21	What is the most popular gender?	['male connector']	[[9]]	[[[9, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']]]	1	1
bool	P69	Was Jack Horsley studying at Indiana University Bloomington?	['TRUE']	[[3]]	[[[3, 'Jack Horsley graduated from Indiana University Bloomington.']]]	1	1
min/max	P54	Which team has the fewest players?	['Abha Club', 'Northern Ireland', 'Club Atlético Atlanta', 'FC Spartak Varna']	None	[[[4, 'Osman Bukari plays for R.S.C. Anderlecht as a midfielder. His profession is human.']], [[6, 'Martin Králik plays for the Slovakia national under-21 football team.']]]	0	0
min/max	P50	Which book has the highest number of authors?	['Few Things Left Unsaid']	[[1]]	[[[1, 'Few Things Left Unsaid is an English-language novel written by Sudeep Nagarkar. The book was published in June 2011 and comes from India.']], [[4, 'Jean Carol is a female Actor who began her career in 1989 . Jean Carol is a human being.']]]	1	1
set	P118	What league does FC Liefering play for?	['league']	None	[[[0, 'FC Liefering league league'], [3, 'FC Liefering league league']], [[0, 'FC Liefering league league'], [7, 'FC Liefering league league']], [[0, 'FC Liefering league league'], [8, 'FC Liefering league league']], [[3, 'FC Liefering league league'], [7, 'FC Liefering league league']], [[3, 'FC Liefering league league'], [8, 'FC Liefering league league']], [[7, 'FC Liefering league league'], [8, 'FC Liefering league league']]]	0	0
set	P50	List all the books that Sudeep Nagarkar is the author of.	['Few Things Left Unsaid']	[[1]]	[[], [[1, 'Few Things Left Unsaid is an English-language novel written by Sudeep Nagarkar. The book was published in June 2011 and comes from India.']]]	1	1
bool	P27	Is Andrew Harms a citizen of Canada?	['FALSE']	[[8]]	[[[4, 'Nicolas Tétrault, a member of the Vision Montreal party, is a Canada national . He is a human being . Nicolas Tétrault, a man, is a member of the Canada Parliament.']], [[8, 'Born in 1901, Andrew Harms is a United States citizen, who graduated from the University of Washington . He was a Radio personality and human being . He is also known as a man with a gun.']]]	1	1
min/max	P106	What is the most popular job?	['Radio personality']	[[8]]	[[[4, 'Nicolas Tétrault, a member of the Vision Montreal party, is a Canada national . He is a human being . Nicolas Tétrault, a man, is a member of the Canada Parliament.']], [[8, 'Born in 1901, Andrew Harms is a United States citizen, who graduated from the University of Washington . He was a Radio personality and human being . He is also known as a man with a gun.']]]	1	1
set	P21	Who is male connector?	['Nicolas Tétrault', 'Andrew Harms']	[[4], [8]]	[[[4, 'Nicolas Tétrault, a member of the Vision Montreal party, is a Canada national . He is a human being . Nicolas Tétrault, a man, is a member of the Canada Parliament.']], [[8, 'Born in 1901, Andrew Harms is a United States citizen, who graduated from the University of Washington . He was a Radio personality and human being . He is also known as a man with a gun.']]]	1	1
set	P47	What places are next to Purbach am Neusiedlersee?	['Donnerskirchen']	[[5]]	[[[5, 'Purbach am Neusiedlersee is a neighbour of Donnerskirchen.']], [[1, 'SC Freiburg division Baden-Württemberg'], [5, 'Purbach am Neusiedlersee is a neighbour of Donnerskirchen.']]]	1	1
set	P47	Which places neighbour Roman Catholic Diocese of Le Mans?	[]	None	[[]]	0	0
set	P54	Jean-Paul Sinibaldi is a member of which teams?	['Toulouse FC']	None	[[]]	0	0
count	P118	How many people play in league?	[1]	None	[[]]	0	0
set	P106	Who is a Screenwriter?	['Greg Rucka']	[[5]]	[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[8, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]	1	1
count	P21	How many people are male connector?	[3]	[[4], [6], [8]]	[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[8, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]	1	1
set	P21	List everyone who is male connector	['Pedro Alonso Pablos', 'Augen I', 'Matt Hayes']	[[4], [6], [8]]	[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[8, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]	1	1
min/max	P21	Which gender has the fewest people?	[]	[]	[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']]]	1	1
bool	P19	Is Perumbavoor the place of birth of Pedro Alonso Pablos?	['FALSE']	[[4]]	[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[8, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']]]	1	1
set	P106	Who is a Writer?	['Greg Rucka', 'Matt Hayes']	[[5], [8]]	"[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[8, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[9, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]]]"	1	1
min/max	P21	Which gender has the fewest people?	['female connector']	[[4], [6], [8], [9]]	"[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[8, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[9, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]]]"	1	1
count	P19	Count the number of people born in Perumbavoor	[1]	[[6]]	"[[[4, 'Pedro Alonso Pablos (born January 11, 14967 Madrid) is a Film producer Kingdom of Spain . Pedro Alonso Pablos is also the name of one of the men in the film industry.']], [[5, 'Greg Rucka was born in San Francisco, in 1969 . He is a Comics artist, Writer and ScreenWriter from the United States.']], [[6, 'Augen I was born on 26 June 1884 in Perumbavoor . He was a Priest who served in Kottayam . He is remembered as a man of great faith.']], [[8, 'Matt Hayes was born on November 24, 1961 in Smethwick, United Kingdom . He is a Writer and his real name is Matt Hayes . He is a man.']], [[9, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]]]"	1	1
min/max	P1082	What is the least inhabited place?	[]	[]	[[[0, 'Bong Tan has a population of 4978.']]]	1	1
set	P54	Who plays for Czech Republic?	['UEFA Euro 2016']	[[9]]	[[[9, 'UEFA Euro 2016 team Czech Republic']]]	1	1
bool	P54	Is UEFA Euro 2016 a member of AEL Limassol?	['FALSE']	[[9]]	[[[5, 'Cypriot First Division team AEL Limassol'], [9, 'UEFA Euro 2016 team Czech Republic']]]	0	1
count	P54	How many people play for Chile national football team?	[1]	[[4]]	[[[4, 'Carlos Rojas played for the Chile national football team from 1949 to 1952.']]]	1	1
set	P54	Who is a member of Chile national football team?	['Carlos Rojas']	[[4]]	[[[4, 'Carlos Rojas played for the Chile national football team from 1949 to 1952.']]]	1	1
min/max	P106	Who has had the fewest jobs?	['Deahnne McIntyre', 'Hayden Tinto']	[[0], [4]]	"[[[0, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]], [[2, 'Hong Jun-pyo, whose surname is Hong, attended Yeungnam High School.']], [[4, 'Hayden Tinto was born on 31 August 1985, in Port of Spain . He is a Football player for Trinidad and Tobago . He is a man of association football.']], [[6, 'Christiane Kubrick was married to Stanley Kubrick, who started his career in 1958. Kubrick retired in 1999.']]]"	1	1
min/max	P69	Who has been to the most schools?	[]	[]	"[[[0, ""Deahnne McIntyre was born on 9 June 1971 in Australia. She is an athlete in the sport of athletics and was a competitor in the 2010 Commonwealth Games. She represented her country in the women's event.""]]]"	1	1
count	P118	How many leagues has KF Himara played for?	[]	[]	[[[1, 'KF Himara is an Albanian association football club based in the country. They play in the Albanian Second Division and their home ground is the Petro Ruci Stadium.']]]	1	1
